id,name,type,abilities,moves,health,attack,defense,special-attack,special-defense,speed,height,weight,generation,shape,colour,bmi,base_stat,m/s,kEnergy
488,cresselia,psychic,levitate,"tackle, body-slam, mist, ice-beam, psybeam, aurora-beam, hyper-beam, solar-beam, thunderbolt, thunder-wave, thunder, toxic, confusion, psychic, double-team, recover, confuse-ray, light-screen, reflect, swift, dream-eater, flash, rest, slash, substitute, snore, protect, scary-face, mud-slap, icy-wind, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, safeguard, moonlight, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, facade, helping-hand, trick, magic-coat, recycle, skill-swap, secret-power, signal-beam, calm-mind, gravity, natural-gift, psycho-shift, power-swap, guard-swap, power-gem, energy-ball, giga-impact, psycho-cut, zen-headbutt, trick-room, captivate, grass-knot, charge-beam, lunar-dance, psyshock, telekinesis, magic-room, round, stored-power, ally-switch, moonblast, confide, dazzling-gleam, psychic-terrain, expanding-force, lunar-blessing, tera-blast",120,70,110,75,120,85,15,856,4.0,squiggle,yellow,38.044444444444444,580,11.323523199999999,5487.9092038881545
489,phione,water,hydration,"supersonic, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, toxic, confusion, double-team, haze, waterfall, swift, bubble, acid-armor, rest, substitute, snore, protect, mud-slap, icy-wind, endure, charm, swagger, sleep-talk, heal-bell, return, frustration, safeguard, baton-pass, hidden-power, rain-dance, psych-up, ancient-power, whirlpool, uproar, hail, facade, helping-hand, knock-off, secret-power, dive, weather-ball, signal-beam, bounce, covet, water-sport, water-pulse, brine, natural-gift, u-turn, fling, last-resort, aqua-ring, zen-headbutt, grass-knot, round, scald, disarming-voice, moonblast, confide, dazzling-gleam, liquidation, flip-turn, take-heart, tera-blast, chilling-water, alluring-voice",80,80,80,80,80,80,4,31,4.0,arms,blue,19.374999999999996,480,10.6574336,176.05038095453386
490,manaphy,water,hydration,"supersonic, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, hyper-beam, toxic, confusion, psychic, double-team, light-screen, haze, reflect, waterfall, swift, bubble, flash, acid-armor, rest, substitute, snore, protect, mud-slap, icy-wind, endure, charm, swagger, sleep-talk, heal-bell, return, frustration, safeguard, baton-pass, hidden-power, rain-dance, psych-up, ancient-power, shadow-ball, whirlpool, uproar, hail, facade, helping-hand, knock-off, skill-swap, secret-power, dive, tail-glow, weather-ball, fake-tears, signal-beam, bounce, covet, water-sport, calm-mind, water-pulse, brine, natural-gift, u-turn, fling, last-resort, heart-swap, aqua-ring, energy-ball, giga-impact, zen-headbutt, grass-knot, round, stored-power, scald, disarming-voice, moonblast, confide, dazzling-gleam, liquidation, flip-turn, take-heart, tera-blast, chilling-water, alluring-voice",100,100,100,100,100,100,3,14,4.0,humanoid,blue,15.555555555555555,600,13.321791999999999,124.22909946388476
491,darkrai,dark,bad-dreams,"swords-dance, cut, headbutt, disable, ice-beam, blizzard, hyper-beam, strength, thunderbolt, thunder-wave, thunder, toxic, psychic, hypnosis, quick-attack, night-shade, double-team, confuse-ray, haze, swift, dream-eater, flash, rest, rock-slide, substitute, thief, nightmare, snore, curse, spite, protect, scary-face, feint-attack, sludge-bomb, mud-slap, icy-wind, endure, swagger, sleep-talk, return, frustration, pursuit, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, torment, will-o-wisp, facade, focus-punch, taunt, trick, brick-break, knock-off, snatch, secret-power, rock-tomb, aerial-ace, calm-mind, shock-wave, natural-gift, payback, embargo, fling, last-resort, sucker-punch, poison-jab, dark-pulse, x-scissor, drain-punch, focus-blast, giga-impact, nasty-plot, shadow-claw, shadow-sneak, rock-climb, charge-beam, dark-void, ominous-wind, wonder-room, psyshock, foul-play, round, hex, incinerate, retaliate, snarl, confide, power-up-punch, throat-chop, lash-out, tera-blast",70,90,90,135,90,125,15,505,4.0,humanoid,black,22.444444444444443,600,16.65224,7001.7516996944
492,shaymin-land,grass,natural-cure,"swords-dance, headbutt, take-down, double-edge, hyper-beam, leech-seed, growth, solar-beam, sleep-powder, toxic, psychic, quick-attack, double-team, recover, defense-curl, swift, flash, rest, substitute, snore, protect, sweet-kiss, mud-slap, giga-drain, endure, swagger, sleep-talk, return, frustration, safeguard, baton-pass, sweet-scent, synthesis, hidden-power, sunny-day, psych-up, facade, nature-power, endeavor, secret-power, aromatherapy, air-cutter, grass-whistle, bullet-seed, aerial-ace, covet, magical-leaf, healing-wish, natural-gift, tailwind, lucky-chant, last-resort, worry-seed, seed-bomb, air-slash, energy-ball, earth-power, giga-impact, zen-headbutt, leaf-storm, grass-knot, seed-flare, ominous-wind, round, petal-blizzard, disarming-voice, grassy-terrain, play-rough, confide, dazzling-gleam, baby-doll-eyes, leafage, laser-focus, grassy-glide, tera-blast, trailblaze",100,100,100,100,100,100,2,21,4.0,quadruped,green,52.49999999999999,600,13.321791999999999,186.34364919582717
493,arceus,normal,multitype,"swords-dance, cut, fly, headbutt, body-slam, take-down, double-edge, roar, flamethrower, hydro-pump, surf, ice-beam, blizzard, hyper-beam, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, earthquake, toxic, confusion, psychic, agility, quick-attack, double-team, recover, confuse-ray, light-screen, reflect, fire-blast, waterfall, swift, dream-eater, flash, rest, rock-slide, substitute, snore, protect, scary-face, sludge-bomb, mud-slap, perish-song, icy-wind, outrage, sandstorm, giga-drain, endure, swagger, fury-cutter, sleep-talk, return, frustration, safeguard, iron-tail, hidden-power, twister, rain-dance, sunny-day, psych-up, extreme-speed, ancient-power, shadow-ball, future-sight, rock-smash, whirlpool, heat-wave, hail, will-o-wisp, facade, taunt, trick, magic-coat, recycle, brick-break, imprison, refresh, secret-power, dive, hyper-voice, overheat, rock-tomb, silver-wind, cosmic-power, signal-beam, extrasensory, bullet-seed, aerial-ace, iron-defense, dragon-claw, bulk-up, magical-leaf, calm-mind, dragon-dance, shock-wave, water-pulse, gravity, healing-wish, brine, natural-gift, tailwind, payback, punishment, last-resort, flare-blitz, aura-sphere, poison-jab, dark-pulse, aqua-tail, air-slash, x-scissor, bug-buzz, dragon-pulse, power-gem, focus-blast, energy-ball, earth-power, giga-impact, avalanche, shadow-claw, zen-headbutt, flash-cannon, rock-climb, defog, trick-room, draco-meteor, gunk-shot, iron-head, stone-edge, stealth-rock, grass-knot, judgment, charge-beam, ominous-wind, hone-claws, psyshock, telekinesis, heavy-slam, acid-spray, foul-play, round, echoed-voice, stored-power, hex, incinerate, quash, retaliate, bulldoze, dragon-tail, work-up, wild-charge, hurricane, snarl, phantom-force, grassy-terrain, misty-terrain, confide, electric-terrain, dazzling-gleam, laser-focus, psychic-terrain, stomping-tantrum, liquidation, body-press, steel-beam, meteor-beam, scorching-sands, tera-blast, trailblaze, chilling-water, supercell-slam",120,120,120,120,120,120,32,3200,4.0,quadruped,white,31.249999999999993,720,15.9861504,40889.12073782722
494,victini,"psychic, fire",victory-star,"mega-punch, fire-punch, thunder-punch, mega-kick, headbutt, double-edge, flamethrower, hyper-beam, solar-beam, fire-spin, thunderbolt, thunder-wave, thunder, toxic, confusion, psychic, quick-attack, double-team, light-screen, focus-energy, fire-blast, swift, flash, rest, substitute, snore, reversal, protect, endure, swagger, sleep-talk, return, frustration, safeguard, baton-pass, encore, hidden-power, sunny-day, psych-up, shadow-ball, future-sight, rock-smash, uproar, heat-wave, will-o-wisp, facade, taunt, helping-hand, trick, role-play, magic-coat, brick-break, skill-swap, secret-power, blaze-kick, overheat, signal-beam, bounce, shock-wave, u-turn, embargo, fling, power-swap, guard-swap, last-resort, flare-blitz, focus-blast, energy-ball, giga-impact, zen-headbutt, trick-room, grass-knot, charge-beam, psyshock, telekinesis, flame-burst, flame-charge, round, stored-power, incinerate, final-gambit, inferno, work-up, wild-charge, searing-shot, v-create, confide, mystical-fire, dazzling-gleam, power-up-punch, laser-focus, speed-swap, expanding-force, scorching-sands",100,100,100,100,100,100,4,40,5.0,humanoid,yellow,24.999999999999996,600,13.321791999999999,354.94028418252793
495,snivy,grass,"overgrow, contrary","swords-dance, cut, bind, slam, vine-whip, tackle, wrap, take-down, double-edge, leer, mega-drain, leech-seed, growth, solar-beam, toxic, double-team, light-screen, reflect, swift, glare, flash, rest, substitute, snore, protect, giga-drain, endure, swagger, mean-look, attract, sleep-talk, return, frustration, safeguard, pursuit, sweet-scent, iron-tail, synthesis, hidden-power, twister, sunny-day, mirror-coat, torment, facade, nature-power, taunt, helping-hand, knock-off, snatch, secret-power, bullet-seed, aerial-ace, magical-leaf, calm-mind, leaf-blade, natural-gift, wring-out, gastro-acid, worry-seed, aqua-tail, seed-bomb, energy-ball, defog, leaf-storm, captivate, grass-knot, coil, round, grass-pledge, work-up, leaf-tornado, petal-blizzard, grassy-terrain, confide, grassy-glide, tera-blast, trailblaze",45,45,55,45,55,63,6,81,5.0,upright,green,22.5,308,8.39272896,285.2734925538918
496,servine,grass,"overgrow, contrary","swords-dance, cut, bind, slam, vine-whip, tackle, wrap, take-down, double-edge, leer, mega-drain, leech-seed, growth, solar-beam, toxic, double-team, light-screen, reflect, swift, glare, flash, rest, substitute, snore, protect, giga-drain, endure, swagger, mean-look, attract, sleep-talk, return, frustration, safeguard, sweet-scent, iron-tail, synthesis, hidden-power, twister, sunny-day, mirror-coat, torment, facade, nature-power, taunt, helping-hand, knock-off, snatch, secret-power, bullet-seed, aerial-ace, magical-leaf, calm-mind, leaf-blade, wring-out, gastro-acid, worry-seed, aqua-tail, seed-bomb, energy-ball, defog, leaf-storm, grass-knot, coil, round, grass-pledge, work-up, leaf-tornado, petal-blizzard, grassy-terrain, confide, grassy-glide, tera-blast, trailblaze",60,60,75,60,75,83,8,160,5.0,upright,green,24.999999999999996,413,11.057087359999999,978.0734470933739
497,serperior,grass,"overgrow, contrary","swords-dance, cut, bind, slam, vine-whip, tackle, body-slam, wrap, take-down, double-edge, leer, hyper-beam, strength, mega-drain, leech-seed, growth, solar-beam, toxic, double-team, light-screen, reflect, swift, glare, flash, rest, substitute, snore, protect, scary-face, outrage, giga-drain, endure, swagger, mean-look, attract, sleep-talk, return, frustration, safeguard, sweet-scent, iron-tail, synthesis, hidden-power, twister, sunny-day, mirror-coat, rock-smash, torment, facade, nature-power, taunt, helping-hand, knock-off, snatch, secret-power, bullet-seed, aerial-ace, frenzy-plant, magical-leaf, calm-mind, leaf-blade, wring-out, gastro-acid, worry-seed, aqua-tail, seed-bomb, dragon-pulse, energy-ball, giga-impact, defog, leaf-storm, grass-knot, coil, round, grass-pledge, dragon-tail, work-up, leaf-tornado, petal-blizzard, grassy-terrain, confide, brutal-swing, breaking-swipe, scale-shot, grassy-glide, tera-blast, trailblaze",75,75,95,75,95,113,33,630,5.0,squiggle,green,5.785123966942149,528,15.053624959999999,7138.266169744551
498,tepig,fire,"blaze, thick-fat","fire-punch, tackle, body-slam, take-down, thrash, double-edge, tail-whip, roar, ember, flamethrower, strength, solar-beam, fire-spin, dig, toxic, double-team, defense-curl, smog, fire-blast, rest, substitute, snore, curse, protect, mud-slap, endure, rollout, swagger, attract, sleep-talk, return, frustration, magnitude, iron-tail, hidden-power, sunny-day, rock-smash, heat-wave, will-o-wisp, facade, taunt, helping-hand, superpower, yawn, endeavor, secret-power, overheat, odor-sleuth, rock-tomb, covet, gyro-ball, assurance, sucker-punch, flare-blitz, zen-headbutt, grass-knot, head-smash, heavy-slam, flame-charge, round, echoed-voice, incinerate, fire-pledge, work-up, wild-charge, heat-crash, confide, burn-up, stomping-tantrum, tera-blast, trailblaze, temper-flare",65,63,45,45,45,45,5,99,5.0,quadruped,red,39.6,308,5.9948064,177.89163367873076
499,pignite,"fire, fighting","blaze, thick-fat","fire-punch, thunder-punch, tackle, body-slam, take-down, thrash, double-edge, tail-whip, roar, ember, flamethrower, low-kick, strength, solar-beam, fire-spin, dig, toxic, double-team, defense-curl, smog, fire-blast, rest, rock-slide, substitute, snore, curse, reversal, protect, scary-face, mud-slap, endure, rollout, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, sunny-day, rock-smash, heat-wave, will-o-wisp, facade, focus-punch, taunt, helping-hand, superpower, brick-break, yawn, knock-off, endeavor, secret-power, arm-thrust, overheat, odor-sleuth, rock-tomb, bulk-up, covet, gyro-ball, close-combat, assurance, fling, sucker-punch, flare-blitz, poison-jab, drain-punch, focus-blast, zen-headbutt, stone-edge, grass-knot, head-smash, heavy-slam, flame-charge, low-sweep, round, echoed-voice, incinerate, fire-pledge, bulldoze, work-up, wild-charge, heat-crash, confide, power-up-punch, high-horsepower, stomping-tantrum, coaching, tera-blast, trailblaze, temper-flare",90,93,55,70,55,55,10,555,5.0,upright,red,55.5,418,7.3269855999999995,1489.750924017354
500,emboar,"fire, fighting","blaze, reckless","fire-punch, thunder-punch, tackle, body-slam, take-down, thrash, double-edge, tail-whip, roar, ember, flamethrower, hyper-beam, low-kick, strength, solar-beam, fire-spin, earthquake, dig, toxic, double-team, defense-curl, smog, fire-blast, rest, rock-slide, substitute, snore, curse, reversal, protect, scary-face, mud-slap, endure, rollout, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, sunny-day, rock-smash, heat-wave, will-o-wisp, facade, focus-punch, taunt, helping-hand, superpower, brick-break, yawn, knock-off, endeavor, secret-power, arm-thrust, blast-burn, overheat, odor-sleuth, rock-tomb, block, bulk-up, covet, hammer-arm, gyro-ball, close-combat, assurance, fling, sucker-punch, flare-blitz, poison-jab, drain-punch, focus-blast, giga-impact, zen-headbutt, iron-head, stone-edge, grass-knot, head-smash, smack-down, heavy-slam, flame-charge, low-sweep, round, echoed-voice, scald, incinerate, fire-pledge, bulldoze, work-up, wild-charge, heat-crash, confide, power-up-punch, high-horsepower, stomping-tantrum, body-press, coaching, tera-blast, trailblaze, hard-press, temper-flare",110,123,65,100,65,65,16,1500,5.0,upright,red,58.593749999999986,528,8.6591648,5623.585127516927
501,oshawott,water,"torrent, shell-armor","swords-dance, cut, tackle, take-down, tail-whip, water-gun, hydro-pump, surf, ice-beam, blizzard, dig, toxic, screech, double-team, focus-energy, waterfall, swift, rest, slash, substitute, thief, snore, protect, icy-wind, detect, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, encore, iron-tail, hidden-power, rain-dance, rock-smash, whirlpool, hail, facade, taunt, helping-hand, revenge, knock-off, secret-power, dive, aerial-ace, covet, water-sport, water-pulse, brine, assurance, fling, trump-card, copycat, night-slash, aqua-tail, air-slash, x-scissor, avalanche, grass-knot, aqua-jet, soak, round, scald, retaliate, water-pledge, work-up, sacred-sword, razor-shell, confide, liquidation, flip-turn, tera-blast, snowscape, chilling-water, aqua-cutter",55,55,45,63,45,45,5,59,5.0,upright,blue,23.6,308,5.9948064,106.01622613176885
502,dewott,water,"torrent, shell-armor","swords-dance, cut, tackle, take-down, tail-whip, water-gun, hydro-pump, surf, ice-beam, blizzard, dig, toxic, screech, double-team, focus-energy, waterfall, swift, rest, slash, substitute, thief, snore, protect, icy-wind, detect, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, encore, iron-tail, hidden-power, rain-dance, rock-smash, whirlpool, hail, facade, taunt, helping-hand, revenge, brick-break, knock-off, secret-power, dive, aerial-ace, covet, water-sport, water-pulse, fling, copycat, night-slash, aqua-tail, air-slash, x-scissor, vacuum-wave, avalanche, grass-knot, aqua-jet, soak, round, scald, retaliate, water-pledge, work-up, sacred-sword, razor-shell, confide, liquidation, flip-turn, tera-blast, snowscape, chilling-water, aqua-cutter",75,75,60,83,60,60,8,245,5.0,upright,blue,38.28124999999999,413,7.9930752,782.6433266224742
503,samurott,water,"torrent, shell-armor","swords-dance, cut, tackle, body-slam, take-down, tail-whip, water-gun, hydro-pump, surf, ice-beam, blizzard, hyper-beam, strength, dig, toxic, screech, double-team, focus-energy, waterfall, swift, rest, slash, substitute, thief, snore, protect, scary-face, icy-wind, detect, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, megahorn, encore, iron-tail, hidden-power, rain-dance, rock-smash, whirlpool, hail, facade, taunt, helping-hand, superpower, revenge, brick-break, knock-off, secret-power, dive, hydro-cannon, aerial-ace, block, covet, water-sport, water-pulse, fling, copycat, dark-pulse, night-slash, aqua-tail, air-slash, x-scissor, vacuum-wave, giga-impact, avalanche, grass-knot, aqua-jet, soak, round, scald, retaliate, water-pledge, bulldoze, dragon-tail, work-up, drill-run, sacred-sword, razor-shell, snarl, confide, throat-chop, smart-strike, liquidation, lash-out, flip-turn, tera-blast, snowscape, chilling-water, aqua-cutter, upper-hand",95,100,85,108,70,70,15,946,5.0,quadruped,blue,42.044444444444444,528,9.325254399999999,4113.225483249224
504,patrat,normal,"run-away, keen-eye, analytic","swords-dance, cut, slam, sand-attack, tackle, leer, bite, low-kick, thunderbolt, dig, toxic, hypnosis, screech, double-team, focus-energy, bide, rest, hyper-fang, super-fang, substitute, snore, flail, protect, foresight, detect, swagger, mean-look, attract, sleep-talk, return, frustration, baton-pass, pursuit, iron-tail, hidden-power, rain-dance, sunny-day, crunch, shadow-ball, facade, helping-hand, revenge, endeavor, secret-power, bullet-seed, covet, shock-wave, assurance, fling, last-resort, aqua-tail, seed-bomb, nasty-plot, zen-headbutt, gunk-shot, grass-knot, after-you, round, retaliate, work-up, confide, laser-focus, tearful-look",45,55,39,35,39,42,5,116,5.0,quadruped,brown,46.4,255,5.595152639999999,181.57325177641397
505,watchog,normal,"illuminate, keen-eye, analytic","fire-punch, ice-punch, thunder-punch, swords-dance, cut, slam, sand-attack, tackle, leer, bite, flamethrower, hyper-beam, low-kick, strength, thunderbolt, thunder-wave, thunder, dig, toxic, hypnosis, double-team, confuse-ray, light-screen, focus-energy, bide, dream-eater, flash, rest, hyper-fang, super-fang, substitute, snore, protect, detect, swagger, mean-look, attract, sleep-talk, return, frustration, baton-pass, iron-tail, hidden-power, rain-dance, sunny-day, crunch, psych-up, shadow-ball, rock-smash, facade, focus-punch, helping-hand, knock-off, endeavor, secret-power, signal-beam, covet, shock-wave, fling, last-resort, aqua-tail, seed-bomb, focus-blast, giga-impact, nasty-plot, zen-headbutt, gunk-shot, grass-knot, after-you, round, retaliate, work-up, rototiller, confide, power-up-punch, laser-focus, stomping-tantrum",60,85,69,60,69,77,11,270,5.0,upright,brown,22.314049586776857,420,10.25777984,1420.4976378197907
506,lillipup,normal,"vital-spirit, pickup, run-away","sand-attack, tackle, take-down, leer, bite, roar, thunderbolt, thunder-wave, dig, toxic, double-team, lick, rest, substitute, snore, reversal, protect, mud-slap, endure, charm, swagger, attract, sleep-talk, return, frustration, pursuit, hidden-power, rain-dance, sunny-day, crunch, shadow-ball, rock-smash, uproar, facade, helping-hand, yawn, secret-power, hyper-voice, odor-sleuth, rock-tomb, aerial-ace, howl, covet, shock-wave, payback, last-resort, giga-impact, thunder-fang, ice-fang, fire-fang, after-you, round, retaliate, work-up, wild-charge, snarl, play-rough, confide, baby-doll-eyes, psychic-fangs",45,60,45,25,45,55,4,41,5.0,quadruped,brown,25.624999999999993,275,7.3269855999999995,110.05367186434506
507,herdier,normal,"intimidate, sand-rush, scrappy","tackle, take-down, leer, bite, roar, surf, strength, thunderbolt, thunder-wave, dig, toxic, double-team, rest, substitute, snore, reversal, protect, endure, charm, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, sunny-day, crunch, shadow-ball, rock-smash, uproar, facade, helping-hand, secret-power, hyper-voice, odor-sleuth, rock-tomb, aerial-ace, covet, shock-wave, payback, last-resort, giga-impact, thunder-fang, ice-fang, fire-fang, after-you, round, retaliate, work-up, wild-charge, snarl, play-rough, confide, baby-doll-eyes, psychic-fangs",65,80,65,35,65,60,9,147,5.0,quadruped,gray,18.148148148148145,370,7.9930752,469.5859959734845
508,stoutland,normal,"intimidate, sand-rush, scrappy","tackle, take-down, leer, bite, roar, surf, hyper-beam, strength, thunderbolt, thunder-wave, thunder, dig, toxic, double-team, rest, substitute, snore, reversal, protect, endure, charm, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, sunny-day, crunch, shadow-ball, rock-smash, uproar, facade, helping-hand, superpower, secret-power, hyper-voice, odor-sleuth, rock-tomb, aerial-ace, covet, shock-wave, payback, last-resort, giga-impact, thunder-fang, ice-fang, fire-fang, iron-head, after-you, round, retaliate, work-up, wild-charge, snarl, play-rough, confide, baby-doll-eyes, psychic-fangs, stomping-tantrum",85,110,90,45,90,80,12,610,5.0,quadruped,gray,42.361111111111114,500,10.6574336,3464.2171736214727
509,purrloin,dark,"limber, unburden, prankster","pay-day, scratch, cut, sand-attack, growl, thunder-wave, toxic, quick-attack, screech, double-team, swift, dream-eater, fury-swipes, rest, slash, substitute, thief, snore, spite, protect, feint-attack, endure, charm, swagger, attract, sleep-talk, return, frustration, baton-pass, encore, pursuit, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, fake-out, torment, facade, taunt, trick, role-play, assist, yawn, knock-off, snatch, secret-power, hyper-voice, fake-tears, aerial-ace, covet, u-turn, payback, assurance, embargo, copycat, sucker-punch, dark-pulse, night-slash, seed-bomb, nasty-plot, shadow-claw, gunk-shot, captivate, grass-knot, hone-claws, foul-play, round, echoed-voice, snarl, play-rough, confide, lash-out",41,50,37,50,37,66,4,101,5.0,quadruped,purple,63.124999999999986,281,8.792382719999999,390.39526916952065
510,liepard,dark,"limber, unburden, prankster","pay-day, scratch, cut, sand-attack, growl, hyper-beam, thunder-wave, toxic, screech, double-team, swift, dream-eater, fury-swipes, rest, slash, substitute, thief, snore, spite, protect, endure, charm, swagger, attract, sleep-talk, return, frustration, baton-pass, encore, pursuit, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, fake-out, torment, facade, taunt, trick, role-play, assist, knock-off, snatch, secret-power, hyper-voice, fake-tears, aerial-ace, covet, u-turn, payback, assurance, embargo, sucker-punch, dark-pulse, night-slash, seed-bomb, giga-impact, nasty-plot, shadow-claw, psycho-cut, gunk-shot, grass-knot, hone-claws, foul-play, round, echoed-voice, snarl, play-rough, confide, laser-focus, throat-chop, skitter-smack, burning-jealousy, lash-out",64,88,50,88,50,106,11,375,5.0,quadruped,purple,30.991735537190078,446,14.12109952,3738.852218507704
511,pansage,grass,"gluttony, overgrow","scratch, cut, vine-whip, leer, bite, low-kick, leech-seed, solar-beam, dig, toxic, double-team, lick, flash, fury-swipes, rest, substitute, thief, snore, protect, giga-drain, swagger, attract, sleep-talk, return, frustration, iron-tail, synthesis, hidden-power, sunny-day, crunch, rock-smash, uproar, torment, facade, focus-punch, nature-power, taunt, helping-hand, role-play, recycle, knock-off, endeavor, secret-power, astonish, rock-tomb, grass-whistle, tickle, bullet-seed, covet, magical-leaf, natural-gift, payback, fling, gastro-acid, worry-seed, seed-bomb, energy-ball, nasty-plot, shadow-claw, leaf-storm, gunk-shot, grass-knot, hone-claws, low-sweep, round, acrobatics, grass-pledge, work-up, disarming-voice, play-nice, confide, spiky-shield",50,53,48,53,48,64,6,105,5.0,upright,green,29.166666666666668,316,8.52594688,381.6317935530541
512,simisage,grass,"gluttony, overgrow","cut, leer, hyper-beam, low-kick, solar-beam, dig, toxic, double-team, lick, flash, fury-swipes, rest, rock-slide, substitute, thief, snore, protect, giga-drain, swagger, attract, sleep-talk, return, frustration, iron-tail, synthesis, hidden-power, sunny-day, rock-smash, uproar, torment, facade, focus-punch, nature-power, taunt, helping-hand, role-play, superpower, recycle, brick-break, knock-off, endeavor, secret-power, rock-tomb, covet, payback, fling, gastro-acid, worry-seed, seed-bomb, focus-blast, energy-ball, giga-impact, shadow-claw, gunk-shot, grass-knot, hone-claws, low-sweep, round, acrobatics, grass-pledge, work-up, confide, power-up-punch, throat-chop",75,98,63,98,63,101,11,305,5.0,upright,green,25.20661157024793,498,13.455009919999998,2760.8187021963004
513,pansear,fire,"gluttony, blaze","fire-punch, scratch, cut, leer, bite, flamethrower, low-kick, solar-beam, fire-spin, dig, toxic, double-team, lick, fire-blast, amnesia, fury-swipes, rest, substitute, thief, snore, protect, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, sunny-day, crunch, rock-smash, uproar, heat-wave, torment, will-o-wisp, facade, focus-punch, taunt, helping-hand, role-play, recycle, yawn, knock-off, endeavor, secret-power, astonish, overheat, rock-tomb, tickle, covet, natural-gift, payback, fling, gastro-acid, flare-blitz, nasty-plot, shadow-claw, gunk-shot, grass-knot, hone-claws, flame-burst, flame-charge, low-sweep, round, incinerate, acrobatics, fire-pledge, work-up, belch, disarming-voice, play-nice, confide",50,53,48,53,48,64,6,110,5.0,upright,red,30.555555555555557,316,8.52594688,399.8047361031995
514,simisear,fire,"gluttony, blaze","fire-punch, cut, leer, flamethrower, hyper-beam, low-kick, solar-beam, dig, toxic, double-team, lick, fire-blast, fury-swipes, rest, rock-slide, substitute, thief, snore, protect, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, sunny-day, rock-smash, uproar, heat-wave, torment, will-o-wisp, facade, focus-punch, taunt, helping-hand, role-play, superpower, recycle, brick-break, knock-off, endeavor, secret-power, overheat, rock-tomb, covet, payback, fling, gastro-acid, focus-blast, giga-impact, shadow-claw, gunk-shot, grass-knot, hone-claws, flame-burst, flame-charge, low-sweep, round, incinerate, acrobatics, fire-pledge, work-up, confide, power-up-punch, throat-chop",75,98,63,98,63,101,10,280,5.0,upright,red,28.0,498,13.455009919999998,2534.522087262177
515,panpour,water,"gluttony, torrent","ice-punch, scratch, cut, leer, bite, water-gun, hydro-pump, surf, ice-beam, blizzard, low-kick, dig, toxic, double-team, lick, waterfall, fury-swipes, rest, substitute, thief, snore, protect, icy-wind, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, crunch, rock-smash, uproar, hail, torment, facade, focus-punch, taunt, helping-hand, role-play, recycle, knock-off, endeavor, secret-power, dive, mud-sport, astonish, rock-tomb, tickle, covet, water-sport, water-pulse, brine, natural-gift, payback, fling, gastro-acid, aqua-ring, aqua-tail, nasty-plot, shadow-claw, gunk-shot, grass-knot, hone-claws, low-sweep, round, scald, acrobatics, water-pledge, work-up, disarming-voice, play-nice, confide",50,53,48,53,48,64,6,135,5.0,upright,blue,37.5,316,8.52594688,490.66944885392667
516,simipour,water,"gluttony, torrent","ice-punch, cut, leer, surf, ice-beam, blizzard, hyper-beam, low-kick, dig, toxic, double-team, lick, waterfall, fury-swipes, rest, rock-slide, substitute, thief, snore, protect, icy-wind, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, rock-smash, uproar, hail, torment, facade, focus-punch, taunt, helping-hand, role-play, superpower, recycle, brick-break, knock-off, endeavor, secret-power, dive, rock-tomb, covet, water-pulse, payback, fling, gastro-acid, aqua-tail, focus-blast, giga-impact, shadow-claw, gunk-shot, grass-knot, hone-claws, low-sweep, round, scald, acrobatics, water-pledge, work-up, confide, power-up-punch, throat-chop",75,98,63,98,63,101,10,290,5.0,upright,blue,29.0,498,13.455009919999998,2625.0407332358263
